ID,Enrollment_status,Age_at_enrollment_years,Age_current_years,Sex,Age_at_gonadectomy_categorical,Region_of_residence,Body_condition_categorical,Primary_endpoint,Primary_endpoint_diagnosis_tier,Age_at_primary_endpoint_diagnosis_years,Age_at_death_or_ltf_years,Cause_of_death_cancer_yes_no,Total_follow_up_time_years,Necropsy_performed_yes_no
grlsX9JH2611,Enrolled,1.85,10.43,Male Neutered,<= 6 mo,Midwest,Obese,,,,,,10.43,
grls5URG9JGG,Enrolled,2.13,9.27,Male Neutered,6 mo - 1 yr,Northeast,Normal,,,,,,9.27,
grlsJO1ADY55,Enrolled Deceased,1.9,8.29,Female Spayed,2 - 5 yrs,South,Overweight,,,,8.29,1,8.29,Yes
grlsLO4BVHRR,Enrolled,0.53,8.85,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,8.85,
grls7BDL80OO,Enrolled Deceased,1.6,9.33,Male Intact,Intact,Pacific,Overweight,Hemangiosarcoma,1,9.33,9.33,1,9.33,Yes
grlsL2BFTL,LTF,1.05,1.02,Male Intact,Intact,Northeast,Normal,,,,1.02,,1.02,
grls5FUZ8KBB,Enrolled,1.14,9.1,Male Neutered,6 mo - 1 yr,Northeast,,,,,,,9.1,
grls2BBFC88,Enrolled,2.34,10.04,Female Spayed,2 - 5 yrs,Pacific,Normal,,,,,,10.04,
grlsHDT8V9EE,Enrolled,1.32,9.03,Male Neutered,6 mo - 1 yr,Northeast,Normal,,,,,,9.03,
grlsJUXT1II,Enrolled,1.18,9.47,Female Spayed,1 - 2 yrs,Pacific,Normal,,,,,,9.47,
grlsKCRLVIKK,Enrolled,1.29,9.63,Male Neutered,6 mo - 1 yr,Midwest,Obese,,,,,,9.63,
grls20EDCSKK,Enrolled,1.18,9.49,Male Neutered,6 mo - 1 yr,Pacific,Normal,,,,,,9.49,
grlsZ6SQAJJ,Enrolled,0.58,8.84,Female Spayed,>5 yrs,Midwest,Normal,,,,,,8.84,
grlsRXW9AQ55,Enrolled,1.6,9.32,Female Spayed,1 - 2 yrs,South,Overweight,,,,,,9.32,
grlsOI9CDW33,Enrolled,1.86,10.01,Male Neutered,2 - 5 yrs,Mountain,,,,,,,10.01,
grlsY4GP2Y99,LTF,2.34,5.23,Male Neutered,<= 6 mo,Pacific,Normal,,,,5.23,,5.23,
grlsLJPZ38GG,Enrolled,1.42,9.92,Female Spayed,<= 6 mo,South,Normal,,,,,,9.92,
grls8UBXMYUU,Enrolled,1.95,10.14,Male Neutered,6 mo - 1 yr,Pacific,Normal,,,,,,10.14,
grls4NXSGXTT,Enrolled Deceased,2,9.6,Female Spayed,1 - 2 yrs,Northeast,Overweight,Lymphoma,1,9.6,9.6,1,9.6,Yes
grlsIQRHS8KK,LTF,0.55,3.66,Male Neutered,<= 6 mo,Midwest,Overweight,,,,3.66,,3.66,
grlsTS3DKNYY,LTF,0.55,2.66,Female Spayed,<= 6 mo,Midwest,Overweight,,,,2.66,,2.66,
grlsDGZD63NN,Enrolled Deceased,0.79,8.81,Male Intact,Intact,South,Overweight,Hemangiosarcoma,1,8.67,8.81,1,8.81,No
grlsZPQC2000,Enrolled,1.63,9.95,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,,,9.95,
grlsVHXZ6SOO,LTF,2.09,4.18,Male Intact,Intact,Pacific,Normal,,,,4.18,,4.18,
grlsIUWK80ZZ,Enrolled,0.95,9.05,Female Spayed,>5 yrs,Midwest,Overweight,,,,,,9.05,
grlsZ9ZG3LTT,LTF,2.19,2,Female Intact,Intact,Northeast,Overweight,,,,2,,2,
grlsZ0ZH7TLL,LTF,2.03,1.84,Male Intact,Intact,Northeast,Normal,,,,1.84,,1.84,
grlsKMWCZ366,Enrolled,0.71,8.97,Male Neutered,<= 6 mo,South,Normal,,,,,,8.97,
grls5DPKIITT,Enrolled,0.67,8.64,Female Spayed,<= 6 mo,Pacific,Normal,,,,,,8.64,
grlsX73QS1QQ,Enrolled,1.34,9.88,Female Spayed,6 mo - 1 yr,Pacific,Normal,,,,,,9.88,
grls2QHPY7DD,Enrolled,1.81,9.85,Female Spayed,1 - 2 yrs,Pacific,Overweight,,,,,,9.85,
grls2UR007KK,Enrolled,1.13,9.59,Male Neutered,>5 yrs,Midwest,Overweight,,,,,,9.59,
grlsZUCGUQHH,Enrolled,2.25,9.25,Female Spayed,2 - 5 yrs,Pacific,Normal,,,,,,9.25,
grlsS7XE7WNN,LTF,0.86,5.07,Male Intact,Intact,South,Normal,Lymphoma,1,5.63,5.07,,5.07,
grlsBP3I7F55,Enrolled,1.26,9.33,Female Spayed,<= 6 mo,Midwest,,,,,,,9.33,
grls2Q0TI7EE,LTF,1.98,5.36,Female Spayed,6 mo - 1 yr,Pacific,Normal,,,,5.36,,5.36,
grlsQUPZBHEE,Enrolled,1.27,9.82,Male Neutered,2 - 5 yrs,Midwest,Normal,,,,,,9.82,
grls9BIH3NYY,Enrolled,1.56,10.09,Female Spayed,6 mo - 1 yr,South,Overweight,,,,,,10.09,
grlsE3HO8RII,Enrolled,1.49,9.95,Female Spayed,<= 6 mo,South,Overweight,,,,,,9.95,
grlsTHRCRX22,Enrolled,1.43,9.53,Female Spayed,2 - 5 yrs,South,,,,,,,9.53,
grlsOOOMA633,Enrolled Deceased,1.51,8.62,Male Intact,Intact,Midwest,Normal,Lymphoma,1,8.54,8.62,1,8.62,Yes
grlsBFIWWMNN,Enrolled,0.77,9.18,Male Intact,Intact,Midwest,Normal,,,,,,9.18,
grlsWO75MFNN,Enrolled,2.34,10.02,Female Spayed,<= 6 mo,South,Obese,,,,,,10.02,
grlsWOM14OO,Enrolled,0.53,8.81,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,,,8.81,
grlsN43KG77,Enrolled,0.55,8.68,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,8.68,
grlsSVW4ZTZZ,Enrolled,1.08,9.51,Male Neutered,1 - 2 yrs,Northeast,Overweight,,,,,,9.51,
grlsF0M5YMQQ,Enrolled Deceased,0.52,5.19,Male Neutered,2 - 5 yrs,Midwest,Overweight,Lymphoma,1,5.18,5.19,1,5.19,No
grls1XTARN88,Enrolled Deceased,1.39,8.58,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,8.58,0,8.58,No
grlsQMG3YIQQ,LTF,2.46,2.89,Female Spayed,6 mo - 1 yr,Pacific,Normal,,,,2.89,,2.89,
grlsYELD0L66,LTF,1.31,4.17,Male Neutered,2 - 5 yrs,Pacific,Underweight,,,,4.17,,4.17,
grlsLP468HQQ,Enrolled,1.59,10.08,Male Intact,Intact,Midwest,Normal,,,,,,10.08,
grlsYNJ5HP33,Enrolled Deceased,1.65,7.47,Male Neutered,1 - 2 yrs,Mountain,Normal,Hemangiosarcoma,1,7.3,7.47,1,7.47,No
grlsDK4GJX99,Enrolled,0.65,8.98,Male Neutered,>5 yrs,Pacific,Normal,,,,,,8.98,
grls2F3D2D00,Enrolled,0.71,9.06,Female Spayed,1 - 2 yrs,Pacific,Normal,,,,,,9.06,
grls1YGU1BJJ,Enrolled,2.03,10.48,Male Neutered,6 mo - 1 yr,Midwest,,,,,,,10.48,
grls2850N5JJ,Enrolled Deceased,0.69,2.89,Female Intact,Intact,South,Normal,,,,2.89,0,2.89,Yes
grls9CHO6Q22,LTF,2.29,2.18,Female Spayed,6 mo - 1 yr,Mountain,Normal,,,,2.18,,2.18,
grlsZLLUNLII,Enrolled,1.87,10.3,Male Neutered,1 - 2 yrs,Midwest,Overweight,,,,,,10.3,
grls5E6I4WMM,Enrolled,2.23,10.35,Male Neutered,6 mo - 1 yr,Mountain,Overweight,,,,,,10.35,
grlsGJGRDBDD,Enrolled,0.66,8.87,Female Spayed,<= 6 mo,Midwest,Overweight,,,,,,8.87,
grlsM8LPFMNN,Enrolled,1.63,10.13,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,10.13,
grlsJT30XRUU,Enrolled,0.6,8.97,Male Neutered,1 - 2 yrs,Midwest,Overweight,,,,,,8.97,
grlsOXU5V3OO,Enrolled Deceased,1.46,8.54,Female Spayed,<= 6 mo,Northeast,Normal,Lymphoma,1,8.36,8.54,1,8.54,No
grlsJ83YMRR,Enrolled,0.59,8.93,Female Spayed,2 - 5 yrs,Pacific,Overweight,,,,,,8.93,
grlsLMFO85WW,Enrolled Deceased,0.41,3.74,Male Intact,Intact,South,Normal,,,,3.74,0,3.74,No
grls3Z6658DD,LTF,1.01,2.83,Female Spayed,6 mo - 1 yr,South,Overweight,,,,2.83,,2.83,
grlsT5K9SR99,Enrolled,1.48,9.79,Male Neutered,6 mo - 1 yr,Pacific,,,,,,,9.79,
grlsE35J4WSS,Enrolled,1.65,9.87,Female Spayed,2 - 5 yrs,Mountain,,,,,,,9.87,
grlsEZ8CTFQQ,Enrolled,1.9,8.93,Male Intact,Intact,South,Overweight,,,,,,8.93,
grlsLHK47WWW,Enrolled,1.46,9.77,Male Neutered,<= 6 mo,Pacific,Normal,,,,,,9.77,
grlsT8P263HH,LTF,0.97,6.23,Male Intact,Intact,Midwest,Normal,,,,6.23,,6.23,
grlsDGDF4Q33,Enrolled,1.45,9.78,Male Neutered,2 - 5 yrs,Northeast,Normal,,,,,,9.78,
grlsT459F8JJ,LTF,1.79,2.57,Male Intact,Intact,South,Obese,,,,2.57,,2.57,
grlsY2GT5BXX,Enrolled Deceased,1.32,9.61,Male Neutered,2 - 5 yrs,Mountain,Normal,,,,9.61,1,9.61,Yes
grlsPOB9W8YY,Enrolled,0.96,9.2,Female Intact,Intact,Pacific,Normal,,,,,,9.2,
grlsHQ2XUMM,LTF,2.15,3.35,Male Intact,Intact,Pacific,Overweight,,,,3.35,,3.35,
grlsNQQIB811,Enrolled,0.76,9.04,Male Intact,Intact,South,Overweight,,,,,,9.04,
grlsVWFN7MZZ,Enrolled,1.81,9.86,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,9.86,
grlsRNHML3MM,Enrolled Deceased,1.45,6.31,Male Neutered,6 mo - 1 yr,Midwest,Overweight,Hemangiosarcoma,2,6.13,6.31,1,6.31,No
grls73XX08KK,LTF,2.1,2.95,Female Spayed,1 - 2 yrs,Mountain,Normal,,,,2.95,,2.95,
grls6JJHWV00,LTF,0.54,1.45,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,1.45,,1.45,
grls9ZOSMBXX,Enrolled,2.01,10.32,Female Spayed,1 - 2 yrs,South,,,,,,,10.32,
grlsL3ZMQ9HH,Enrolled,1.59,8.96,Female Spayed,1 - 2 yrs,Northeast,Normal,,,,,,8.96,
grlsZJLLWNRR,Enrolled Deceased,1.26,8.92,Male Neutered,6 mo - 1 yr,Northeast,Obese,Hemangiosarcoma,1,8.92,8.92,1,8.92,Yes
grlsJ6EIUS00,Enrolled Deceased,1.75,8.97,Male Neutered,<= 6 mo,Mountain,Overweight,,,,8.97,0,8.97,Yes
grlsBT3UCT66,Enrolled,1,9.24,Female Spayed,<= 6 mo,Pacific,Overweight,,,,,,9.24,
grlsTCV97AGG,LTF,0.78,5.79,Male Intact,Intact,Pacific,Normal,,,,5.79,,5.79,
grls88B2P9DD,Enrolled,0.7,8.69,Female Spayed,<= 6 mo,Pacific,Normal,,,,,,8.69,
grlsA8NCG6,Enrolled Deceased,1.99,8.19,Male Intact,Intact,Northeast,Normal,,,,8.19,0,8.19,No
grlsUFZRYGYY,Enrolled,0.56,8.67,Female Spayed,6 mo - 1 yr,Northeast,,,,,,,8.67,
grlsDG2CM7HH,Enrolled Deceased,1.62,5.25,Male Intact,Intact,Midwest,Normal,Lymphoma,1,5.25,5.25,1,5.25,No
grlsXSQE6EUU,Enrolled,0.67,8.93,Male Neutered,1 - 2 yrs,Midwest,,,,,,,8.93,
grlsCC0425OO,LTF,0.6,3.64,Female Spayed,6 mo - 1 yr,Mountain,Normal,,,,3.64,,3.64,
grlsJESCC255,LTF,0.6,5.5,Male Neutered,<= 6 mo,Pacific,Overweight,,,,5.5,,5.5,
grls0ZT7W4CC,Enrolled,1.6,9.8,Female Spayed,2 - 5 yrs,South,Overweight,,,,,,9.8,
grls798VF8UU,Enrolled,0.73,9.08,Female Spayed,1 - 2 yrs,Northeast,Normal,,,,,,9.08,
grlsC33PECFF,Enrolled,1.64,9.69,Male Neutered,6 mo - 1 yr,Pacific,Overweight,,,,,,9.69,
grlsHFFAIE55,Enrolled,2.1,8.77,Female Spayed,>5 yrs,Midwest,Normal,,,,,,8.77,
grlsZYI0K6LL,LTF,1.85,4.78,Male Neutered,6 mo - 1 yr,South,Overweight,,,,4.78,,4.78,
grls1P8BR1KK,LTF,1.33,4.99,Male Neutered,6 mo - 1 yr,Midwest,Obese,,,,4.99,,4.99,
grls0G8MGTOO,LTF,1.77,3.07,Female Intact,Intact,South,Overweight,,,,3.07,,3.07,
grls98S1K544,Enrolled,1.8,9.71,Male Intact,Intact,Pacific,Overweight,,,,,,9.71,
grlsO3NBGJ44,Enrolled Deceased,1.98,9.41,Male Neutered,<= 6 mo,Pacific,,,,,9.41,1,9.41,Yes
grls3I0FFJ77,Enrolled,0.58,8.6,Female Spayed,6 mo - 1 yr,Mountain,Overweight,,,,,,8.6,
grls2AHBWF,LTF,0.59,3.16,Male Neutered,1 - 2 yrs,South,Normal,Osteosarcoma,1,7.04,3.16,,3.16,
grlsVIJRLEII,Enrolled,2.09,10.43,Male Neutered,>5 yrs,Mountain,Normal,,,,,,10.43,
grlsI8I5YHQQ,LTF,1.39,4.41,Male Intact,Intact,Midwest,Normal,,,,4.41,,4.41,
grls04KX35EE,Enrolled Deceased,1.25,8.56,Female Spayed,6 mo - 1 yr,South,Overweight,Hemangiosarcoma,1,8.56,8.56,1,8.56,Yes
grlsUZB74KOO,LTF,1.49,1.49,Male Neutered,6 mo - 1 yr,South,Overweight,,,,1.49,,1.49,
grlsRBKQCTTT,Enrolled,1.63,9.8,Male Intact,Intact,Midwest,Normal,,,,,,9.8,
grlsE4UWZL11,LTF,0.64,0.53,Male Intact,Intact,South,Overweight,,,,0.53,,0.53,
grls7R3WBEEE,Enrolled,0.67,8.92,Female Spayed,1 - 2 yrs,Northeast,Normal,,,,,,8.92,
grls8WD6FNUU,Enrolled,0.55,8.64,Male Neutered,1 - 2 yrs,South,Overweight,,,,,,8.64,
grls3HMHXDKK,Enrolled Deceased,0.84,7.8,Female Spayed,6 mo - 1 yr,Northeast,Overweight,Lymphoma,1,7.39,7.8,1,7.8,Yes
grlsWZSGXLKK,Enrolled Deceased,1.65,8.99,Female Spayed,<= 6 mo,Midwest,Overweight,,,,8.99,1,8.99,No
grlsJZMYLXUU,Enrolled,1.85,8.81,Male Neutered,6 mo - 1 yr,Pacific,Normal,,,,,,8.81,
grlsL1SWIE55,LTF,1.03,0.67,Female Intact,Intact,Midwest,Normal,,,,0.67,,0.67,
grlsGIKMC9GG,Enrolled,2.01,10.19,Male Intact,Intact,Midwest,Normal,,,,,,10.19,
grlsUYVZNFAA,Enrolled Deceased,0.96,8.39,Female Intact,Intact,Midwest,,Lymphoma,1,7.99,8.39,1,8.39,Yes
grlsLKJCPSS,Enrolled,2,9.47,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,9.47,
grls43WNF8DD,LTF,2.33,5.98,Female Spayed,<= 6 mo,South,Overweight,,,,5.98,,5.98,
grls3WMNIFDD,LTF,0.91,0.9,Male Neutered,6 mo - 1 yr,South,Normal,,,,0.9,,0.9,
grls680CAS33,Enrolled Deceased,1.8,9.1,Female Spayed,1 - 2 yrs,Midwest,Normal,Osteosarcoma,2,9.1,9.1,1,9.1,No
grlsXZTX3HBB,Enrolled Deceased,2.03,7.97,Male Intact,Intact,Mountain,Overweight,,,,7.97,0,7.97,No
grlsPG81W8AA,Enrolled,1.22,8.56,Male Neutered,1 - 2 yrs,Mountain,Normal,,,,,,8.56,
grls3E6Q6J,LTF,2.02,1.98,Male Intact,Intact,Mountain,Normal,,,,1.98,,1.98,
grlsWFV3QDBB,LTF,0.69,3.53,Female Intact,Intact,Mountain,Normal,,,,3.53,,3.53,
grlsJG3L2CMM,Enrolled,1.9,9.24,Female Spayed,6 mo - 1 yr,Mountain,Normal,,,,,,9.24,
grls3JKR08II,Enrolled Deceased,0.94,2.1,Male Intact,Intact,Mountain,Normal,,,,2.1,0,2.1,No
grlsPBXYI200,Enrolled,0.99,9.13,Female Spayed,6 mo - 1 yr,Mountain,Normal,,,,,,9.13,
grlsKFJ2QCJJ,Enrolled,1.84,10.15,Male Neutered,6 mo - 1 yr,Mountain,Overweight,,,,,,10.15,
grls91H0ECUU,Enrolled,0.97,9.2,Female Spayed,2 - 5 yrs,Mountain,Normal,,,,,,9.2,
grlsYYKL9EMM,Enrolled,1.05,9.04,Female Spayed,<= 6 mo,Mountain,,,,,,,9.04,
grlsDFAV444,Enrolled Deceased,1.18,9.36,Female Spayed,<= 6 mo,Mountain,Normal,Lymphoma,1,8.85,9.36,1,9.36,No
grlsTI6LXG55,Enrolled,2.32,10,Female Spayed,>5 yrs,Mountain,Overweight,,,,,,10,
grlsBAXI8KCC,Enrolled Deceased,1.04,1.14,Female Intact,Intact,Mountain,Normal,,,,1.14,0,1.14,Yes
grls60PTJPGG,Enrolled Deceased,0.81,5.31,Female Spayed,6 mo - 1 yr,South,Normal,,,,5.31,0,5.31,Yes
grlsJZ8LQDRR,Enrolled Deceased,0.76,4.31,Female Spayed,2 - 5 yrs,Northeast,Normal,Lymphoma,1,4.07,4.31,1,4.31,No
grlsQLN6CWTT,Enrolled,1.83,10.05,Male Neutered,<= 6 mo,Mountain,Obese,,,,,,10.05,
grlsXLFH9I11,Enrolled,1.25,9.39,Female Spayed,>5 yrs,Midwest,Overweight,,,,,,9.39,
grlsQYVH1XNN,Enrolled Deceased,1.01,6.19,Female Spayed,6 mo - 1 yr,Mountain,Normal,Lymphoma,1,6.19,6.19,1,6.19,Yes
grlsHJOG0OJJ,Enrolled,0.54,8.61,Female Spayed,>5 yrs,South,Normal,,,,,,8.61,
grlsLV3DSCLL,LTF,1.41,3.36,Male Neutered,<= 6 mo,South,Overweight,,,,3.36,,3.36,
grlsPMRYSYY,Enrolled,2.35,10.18,Female Spayed,2 - 5 yrs,Mountain,Obese,,,,,,10.18,
grlsPRHVI1TT,Enrolled Deceased,0.98,8.66,Male Intact,Intact,Mountain,Normal,Hemangiosarcoma,1,8.66,8.66,1,8.66,Yes
grlsIWSP2HWW,Enrolled,2.05,10.23,Female Spayed,6 mo - 1 yr,Pacific,,,,,,,10.23,
grls80BUDJKK,Enrolled,2.01,10.23,Male Neutered,<= 6 mo,Mountain,Overweight,,,,,,10.23,
grls0ENG5Y66,Enrolled Deceased,2.08,9.84,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,9.84,1,9.84,Yes
grlsFY8KSI00,LTF,1.17,4.15,Female Spayed,6 mo - 1 yr,Mountain,Overweight,,,,4.15,,4.15,
grlsQKO57ROO,Enrolled,1.6,9.72,Male Neutered,6 mo - 1 yr,South,Obese,,,,,,9.72,
grlsYK03EZPP,Enrolled,0.58,8.57,Male Neutered,<= 6 mo,Mountain,Overweight,,,,,,8.57,
grlsLON5DWWW,Enrolled,0.53,8.54,Male Neutered,6 mo - 1 yr,Pacific,Normal,,,,,,8.54,
grls0WMXEHYY,Enrolled,1.9,10.06,Female Spayed,<= 6 mo,Northeast,Normal,,,,,,10.06,
grls1SP9QVV,Enrolled,2.04,8.86,Female Spayed,<= 6 mo,Pacific,Normal,,,,,,8.86,
grls9I2EHEE,Enrolled Deceased,1.98,9.95,Male Intact,Intact,South,,Hemangiosarcoma,1,9.95,9.95,1,9.95,Yes
grlsH3YQYR00,Enrolled,1.94,9.89,Male Neutered,6 mo - 1 yr,Mountain,Overweight,,,,,,9.89,
grlsQB8LEM77,Enrolled Deceased,1.94,7.3,Female Spayed,6 mo - 1 yr,Mountain,Overweight,,,,7.3,0,7.3,No
grlsJCDT4YFF,Enrolled,0.88,9.07,Male Neutered,6 mo - 1 yr,South,Overweight,,,,,,9.07,
grlsV3925T11,Enrolled,1.98,10.14,Male Neutered,6 mo - 1 yr,Mountain,Overweight,,,,,,10.14,
grlsLGENKT99,Enrolled,1.97,9.09,Male Intact,Intact,Mountain,Normal,,,,,,9.09,
grls4KPIIIUU,Enrolled Deceased,2.09,7.78,Male Neutered,6 mo - 1 yr,South,Overweight,,,,7.78,0,7.78,Yes
grlsPGK1VZQQ,LTF,1.66,2.78,Female Spayed,<= 6 mo,South,Overweight,,,,2.78,,2.78,
grlsYLV0W1GG,Enrolled,1.94,10.21,Female Spayed,<= 6 mo,South,Normal,,,,,,10.21,
grlsG50LXUU,Enrolled,0.99,9.1,Female Intact,Intact,Mountain,Normal,,,,,,9.1,
grls29HWHH77,Enrolled Deceased,1.18,8.11,Female Intact,Intact,South,Normal,Lymphoma,1,7.61,8.11,1,8.11,No
grlsTUZW86AA,Enrolled Deceased,1.69,7.92,Male Neutered,1 - 2 yrs,Mountain,Obese,,,,7.92,1,7.92,No
grlsWBB1HJWW,Enrolled,0.93,9.14,Male Intact,Intact,South,Normal,,,,,,9.14,
grlsY9IIDEFF,Enrolled,1.05,9.27,Male Neutered,6 mo - 1 yr,Pacific,Overweight,,,,,,9.27,
grls2H94VG00,Enrolled,1.8,9.8,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,,,9.8,
grlsKSLZ3V77,Enrolled,1.36,8.51,Female Spayed,>5 yrs,Mountain,Normal,,,,,,8.51,
grlsQLVJS777,Enrolled,2.03,10.18,Female Spayed,6 mo - 1 yr,Mountain,Overweight,,,,,,10.18,
grlsILJ2U244,Enrolled,1.1,8.97,Female Spayed,2 - 5 yrs,South,Normal,,,,,,8.97,
grlsH9SXPYLL,Enrolled,2.38,9.17,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,9.17,
grls59HBPYNN,Enrolled,2.13,10.18,Female Spayed,2 - 5 yrs,South,Normal,,,,,,10.18,
grls60B7GTOO,LTF,1.79,2.67,Male Intact,Intact,Northeast,Overweight,,,,2.67,,2.67,
grlsRKK6YFAA,LTF,2.29,3.91,Female Spayed,2 - 5 yrs,Pacific,Normal,,,,3.91,,3.91,
grlsL236FZEE,Enrolled Deceased,1.36,4.51,Male Neutered,1 - 2 yrs,Mountain,Normal,,,,4.51,1,4.51,Yes
grlsSUEKOKJJ,Enrolled,0.6,8.6,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,,,8.6,
grlsXNC5S0DD,Enrolled,0.51,8.66,Female Spayed,6 mo - 1 yr,Mountain,Overweight,Lymphoma,2,5.92,,,8.66,
grlsM866LITT,Enrolled,0.58,8.72,Male Neutered,1 - 2 yrs,Mountain,Normal,,,,,,8.72,
grlsMXRC2E11,Enrolled,0.59,8.5,Male Neutered,6 mo - 1 yr,Northeast,Normal,,,,,,8.5,
grlsK9NCFGFF,Enrolled,1.36,8.51,Female Spayed,1 - 2 yrs,Mountain,Normal,,,,,,8.51,
grlsT1P6CE11,Enrolled,0.59,8.89,Female Spayed,2 - 5 yrs,South,Normal,,,,,,8.89,
grls5YPXBRXX,Enrolled,1.92,9.85,Female Spayed,2 - 5 yrs,Pacific,Overweight,,,,,,9.85,
grlsZPQCHFOO,Enrolled,1.11,9.24,Male Neutered,6 mo - 1 yr,Midwest,Normal,,,,,,9.24,
grls7OS7M9BB,LTF,1.77,1.77,Female Spayed,<= 6 mo,South,Normal,,,,1.77,,1.77,
grlsOIN3DRHH,Enrolled,2.23,10.4,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,10.4,
grlsW4XUWI11,Enrolled,2.37,9.57,Female Spayed,1 - 2 yrs,Pacific,Normal,,,,,,9.57,
grlsQ1ZR1WLL,Enrolled Deceased,1.4,7.28,Male Neutered,1 - 2 yrs,Mountain,Overweight,Hemangiosarcoma,2,7.25,7.28,1,7.28,No
grlsCFB5KPYY,Enrolled,1,9.28,Female Spayed,6 mo - 1 yr,Pacific,Overweight,,,,,,9.28,
grls4RZO5BZZ,Enrolled,0.92,8.38,Female Spayed,1 - 2 yrs,Pacific,Normal,,,,,,8.38,
grls31NHC5QQ,Enrolled Deceased,0.74,7.68,Male Neutered,2 - 5 yrs,Midwest,Normal,Hemangiosarcoma,1,6.64,7.68,1,7.68,Yes
grlsYOCJQU55,Enrolled Deceased,0.84,8.08,Female Spayed,>5 yrs,Northeast,Normal,Lymphoma,1,8.08,8.08,1,8.08,Yes
grlsJK7HSPKK,LTF,1.14,1.52,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,1.52,,1.52,
grlsWTJCGTOO,Enrolled,0.97,9.05,Female Spayed,>5 yrs,South,Overweight,,,,,,9.05,
grlsQMD74QDD,Enrolled,2.13,9.52,Female Spayed,>5 yrs,South,Overweight,,,,,,9.52,
grlsCMF7UEE,Enrolled,1.99,8.94,Male Intact,Intact,Pacific,Normal,,,,,,8.94,
grlsDIJ7PCCC,Enrolled Deceased,1.82,8.36,Male Neutered,1 - 2 yrs,Mountain,Overweight,Lymphoma,1,8.36,8.36,1,8.36,Yes
grls4ZRBRLGG,Enrolled,2.18,9.84,Female Spayed,>5 yrs,South,Normal,,,,,,9.84,
grls4YWCFZZZ,Enrolled,1.63,9.63,Male Neutered,>5 yrs,Northeast,Normal,,,,,,9.63,
grls9XJ8GERR,Enrolled,2.12,10.28,Male Neutered,<= 6 mo,Mountain,,,,,,,10.28,
grlsBG5S4R99,Enrolled,1.5,9.67,Male Neutered,1 - 2 yrs,South,Overweight,Hemangiosarcoma,1,8.11,,,9.67,
grlsD0EV1NN,Enrolled Deceased,1.03,8.88,Male Neutered,6 mo - 1 yr,Mountain,Overweight,,,,8.88,1,8.88,Yes
grlsYY4P3MXX,Enrolled,0.76,8.93,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,8.93,
grls0CITW633,LTF,2.18,3.85,Male Intact,Intact,Mountain,Normal,,,,3.85,,3.85,
grlsRC2T9DEE,Enrolled,0.57,8.67,Female Spayed,<= 6 mo,Midwest,Normal,,,,,,8.67,
grlsCXF6PBOO,Enrolled,2.08,8.54,Male Neutered,<= 6 mo,Midwest,,,,,,,8.54,
grlsT6VMODPP,Enrolled,0.63,8.75,Male Neutered,<= 6 mo,South,Overweight,,,,,,8.75,
grls5TD8U6QQ,Enrolled,2.06,10.05,Female Spayed,6 mo - 1 yr,Mountain,Obese,,,,,,10.05,
grlsTEMI3DYY,Enrolled,1.58,9.85,Male Neutered,6 mo - 1 yr,South,Overweight,,,,,,9.85,
grlsQCGOBDLL,Enrolled,0.91,8.92,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,,,8.92,
grls92EJH7II,Enrolled,1.92,9.07,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,9.07,
grlsHL41BAJJ,Enrolled,2.01,9.71,Female Spayed,2 - 5 yrs,Pacific,Overweight,,,,,,9.71,
grlsQGX4QLVV,Enrolled,2.59,10.22,Female Spayed,<= 6 mo,Midwest,Overweight,,,,,,10.22,
grls9EM622,Enrolled,1.89,10.06,Male Neutered,6 mo - 1 yr,Midwest,Normal,,,,,,10.06,
grlsQLSYQ8DD,Enrolled Deceased,1.9,10.12,Male Neutered,<= 6 mo,Mountain,Overweight,Hemangiosarcoma,1,10.09,10.12,1,10.12,Yes
grls5XCVFHTT,Enrolled Deceased,2.33,9.86,Female Spayed,1 - 2 yrs,Pacific,,,,,9.86,1,9.86,No
grlsE5JM844,Enrolled,2.13,9.52,Male Neutered,1 - 2 yrs,Midwest,Overweight,,,,,,9.52,
grls5I3MV99,Enrolled,0.71,8.79,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,8.79,
grlsDVEQDJMM,Enrolled,0.79,8.71,Male Neutered,6 mo - 1 yr,Pacific,Normal,,,,,,8.71,
